Gene ID,Locus Tag,Gene Product Name,Genome ID,Genome Name,Batch1,Gene Symbol,GenBank Accession,Chromosome,Start Coord,End Coord,Strand,DNA Sequence Length (bp),Amino Acid Sequence Length (aa),Locus Type,Is Pseudogene,Is Partial Gene,Add Date,Is Public,Sequencing Status,Transmembrane Helices,Signal Peptides,Scaffold ID,Scaffold External Accession,Scaffold Name,Scaffold Length (bp),Scaffold GC %,Scaffold Read Depth,COG,Pfam,Tigrfam,SMART,SUPERFam,CATH FunFam,Enzyme,KO,IMG Term,MyIMG (self),MyIMG (group),MyIMG (public)
3300049257 assembled Ga0508133_095289_593_1276,null,nitrogenase molybdenum-iron protein alpha/beta subunit,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*) (MER-FS) (assembled)",1,,,,593,1276,#ERROR!,684,228,CDS,,,,No,Draft,,,Ga0508133_095289,,Ga0508133_095289,1276,0.64,1,"COG2710===Nitrogenase molybdenum-iron protein, alpha and beta chains",pfam00148===Nitrogenase component 1 type Oxidoreductase,,,"53807===""Helical backbone"" metal receptor",3.40.50.1980===Nitrogenase molybdenum iron protein domain,,,,,,
3300049257 assembled Ga0508133_057440_3_584,null,nitrogenase molybdenum-iron protein alpha/beta subunit,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*) (MER-FS) (assembled)",1,,,,3,584,-,582,194,CDS,,,,No,Draft,,,Ga0508133_057440,,Ga0508133_057440,584,0.68,1,"COG2710===Nitrogenase molybdenum-iron protein, alpha and beta chains",pfam00148===Nitrogenase component 1 type Oxidoreductase,,,"53807===""Helical backbone"" metal receptor",3.40.50.1980===Nitrogenase molybdenum iron protein domain,,,,,,
3300049257 assembled Ga0508133_066513_3_377,null,nitrogenase molybdenum-iron protein alpha/beta subunit,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*) (MER-FS) (assembled)",1,,,,3,377,-,375,125,CDS,,,,No,Draft,,,Ga0508133_066513,,Ga0508133_066513,399,0.66,1,"COG2710===Nitrogenase molybdenum-iron protein, alpha and beta chains",pfam00148===Nitrogenase component 1 type Oxidoreductase,,,"53807===""Helical backbone"" metal receptor",,,,,,,
3300049257 assembled Ga0508133_086673_3_281,null,nitrogenase molybdenum-iron protein alpha/beta subunit,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*) (MER-FS) (assembled)",1,,,,3,281,-,279,93,CDS,,,,No,Draft,,,Ga0508133_086673,,Ga0508133_086673,281,0.62,1,"COG2710===Nitrogenase molybdenum-iron protein, alpha and beta chains",pfam00148===Nitrogenase component 1 type Oxidoreductase,,,"53807===""Helical backbone"" metal receptor",3.40.50.1980===Nitrogenase molybdenum iron protein domain,,,,,,
3300049257 assembled Ga0508133_045016_2076_3434,null,nitrogenase molybdenum-iron protein alpha/beta subunit,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*) (MER-FS) (assembled)",1,,,,2076,3434,#ERROR!,1359,452,CDS,,,,No,Draft,,,Ga0508133_045016,,Ga0508133_045016,3441,0.64,1,"COG2710===Nitrogenase molybdenum-iron protein, alpha and beta chains",pfam00148===Nitrogenase component 1 type Oxidoreductase,,,"53807===""Helical backbone"" metal receptor",3.40.50.1980===Nitrogenase molybdenum iron protein domain,,,,,,
3300049257 assembled Ga0508133_047723_1_327,null,nitrogenase molybdenum-iron protein alpha/beta subunit,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*) (MER-FS) (assembled)",1,,,,1,327,-,327,109,CDS,,,,No,Draft,,,Ga0508133_047723,,Ga0508133_047723,327,0.64,1,"COG2710===Nitrogenase molybdenum-iron protein, alpha and beta chains",pfam00148===Nitrogenase component 1 type Oxidoreductase,,,"53807===""Helical backbone"" metal receptor",,,,,,,
3300049257 assembled Ga0508133_026040_3_278,null,nitrogenase molybdenum-iron protein alpha/beta subunit,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*) (MER-FS) (assembled)",1,,,,3,278,-,276,92,CDS,,,,No,Draft,,,Ga0508133_026040,,Ga0508133_026040,291,0.72,1,"COG2710===Nitrogenase molybdenum-iron protein, alpha and beta chains",,,,"53807===""Helical backbone"" metal receptor","1.10.150.20===5' to 3' exonuclease, C-terminal subdomain",,,,,,
3300049257 assembled Ga0508133_012076_3_749,null,nitrogenase molybdenum-iron protein alpha/beta subunit,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*) (MER-FS) (assembled)",1,,,,3,749,-,747,249,CDS,,,,No,Draft,,,Ga0508133_012076,,Ga0508133_012076,757,0.66,1,"COG2710===Nitrogenase molybdenum-iron protein, alpha and beta chains",pfam00148===Nitrogenase component 1 type Oxidoreductase,,,"53807===""Helical backbone"" metal receptor",3.40.50.1980===Nitrogenase molybdenum iron protein domain,,,,,,
3300049257 assembled Ga0508133_101348_116_706,null,nitrogenase molybdenum-iron protein alpha/beta subunit,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*) (MER-FS) (assembled)",1,,,,116,706,#ERROR!,591,197,CDS,,,,No,Draft,,,Ga0508133_101348,,Ga0508133_101348,708,0.65,1,"COG2710===Nitrogenase molybdenum-iron protein, alpha and beta chains",pfam00148===Nitrogenase component 1 type Oxidoreductase,,,"53807===""Helical backbone"" metal receptor",3.40.50.1980===Nitrogenase molybdenum iron protein domain,,,,,,
3300049257 assembled Ga0508133_093138_67_258,null,nitrogenase molybdenum-iron protein alpha/beta subunit,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*) (MER-FS) (assembled)",1,,,,67,258,-,192,63,CDS,,,,No,Draft,,,Ga0508133_093138,,Ga0508133_093138,493,0.65,1,"COG2710===Nitrogenase molybdenum-iron protein, alpha and beta chains",,,,"53807===""Helical backbone"" metal receptor",3.40.50.1980===Nitrogenase molybdenum iron protein domain,,,,,,
3300049256 assembled Ga0508132_00441_5576_6937,null,nitrogenase molybdenum-iron protein alpha/beta subunit,3300049256,"Lab enriched compost microbial communities from Needham, MA, USA - 01 SPAdes assembly (*) (MER-FS) (assembled)",1,,,,5576,6937,-,1362,453,CDS,,,,No,Draft,,,Ga0508132_00441,,Ga0508132_00441,14664,0.62,1,"COG2710===Nitrogenase molybdenum-iron protein, alpha and beta chains",pfam00148===Nitrogenase component 1 type Oxidoreductase,,,"53807===""Helical backbone"" metal receptor",3.40.50.1980===Nitrogenase molybdenum iron protein domain,,,,,,
3300049257 assembled Ga0508133_003017_3_242,null,nitrogenase molybdenum-iron protein alpha/beta subunit,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*) (MER-FS) (assembled)",1,,,,3,242,-,240,80,CDS,,,,No,Draft,,,Ga0508133_003017,,Ga0508133_003017,281,0.7,1,"COG2710===Nitrogenase molybdenum-iron protein, alpha and beta chains",,,,"53807===""Helical backbone"" metal receptor",3.40.50.1980===Nitrogenase molybdenum iron protein domain,,,,,,
3300049257 assembled Ga0508133_055798_3_677,null,nitrogenase molybdenum-iron protein alpha/beta subunit,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*) (MER-FS) (assembled)",1,,,,3,677,-,675,225,CDS,,,,No,Draft,,,Ga0508133_055798,,Ga0508133_055798,930,0.65,1,"COG2710===Nitrogenase molybdenum-iron protein, alpha and beta chains",pfam00148===Nitrogenase component 1 type Oxidoreductase,,,"53807===""Helical backbone"" metal receptor",3.40.50.1980===Nitrogenase molybdenum iron protein domain,,,,,,
3300049256 assembled Ga0508132_00651_3_872,null,nitrogenase molybdenum-iron protein alpha/beta subunit,3300049256,"Lab enriched compost microbial communities from Needham, MA, USA - 01 SPAdes assembly (*) (MER-FS) (assembled)",1,,,,3,872,-,870,290,CDS,,,,No,Draft,,,Ga0508132_00651,,Ga0508132_00651,10793,0.63,1,"COG2710===Nitrogenase molybdenum-iron protein, alpha and beta chains",pfam00148===Nitrogenase component 1 type Oxidoreductase,,,"53807===""Helical backbone"" metal receptor",3.40.50.1980===Nitrogenase molybdenum iron protein domain,,,,,,
3300049257 assembled Ga0508133_005634_2_628,null,nitrogenase molybdenum-iron protein alpha/beta subunit,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*) (MER-FS) (assembled)",1,,,,2,628,#ERROR!,627,208,CDS,,,,No,Draft,,,Ga0508133_005634,,Ga0508133_005634,715,0.68,1,"COG2710===Nitrogenase molybdenum-iron protein, alpha and beta chains",pfam00148===Nitrogenase component 1 type Oxidoreductase,,,"53807===""Helical backbone"" metal receptor",,,,,,,
3300049257 assembled Ga0508133_075178_2_574,null,nitrogenase molybdenum-iron protein alpha/beta subunit,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*) (MER-FS) (assembled)",1,,,,2,574,#ERROR!,573,191,CDS,,,,No,Draft,,,Ga0508133_075178,,Ga0508133_075178,576,0.68,1,"COG2710===Nitrogenase molybdenum-iron protein, alpha and beta chains",pfam00148===Nitrogenase component 1 type Oxidoreductase,,,"53807===""Helical backbone"" metal receptor",,,,,,,
3300049257 assembled Ga0508133_076853_1_417,null,nitrogenase molybdenum-iron protein alpha/beta subunit,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*) (MER-FS) (assembled)",1,,,,1,417,#ERROR!,417,139,CDS,,,,No,Draft,,,Ga0508133_076853,,Ga0508133_076853,419,0.69,1,"COG2710===Nitrogenase molybdenum-iron protein, alpha and beta chains",pfam00148===Nitrogenase component 1 type Oxidoreductase,,,"53807===""Helical backbone"" metal receptor",3.40.50.1980===Nitrogenase molybdenum iron protein domain,,,,,,
3300049257 assembled Ga0508133_002284_2_298,null,nitrogenase molybdenum-iron protein alpha/beta subunit,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*) (MER-FS) (assembled)",1,,,,2,298,-,297,99,CDS,,,,No,Draft,,,Ga0508133_002284,,Ga0508133_002284,299,0.6,1,"COG2710===Nitrogenase molybdenum-iron protein, alpha and beta chains",pfam00148===Nitrogenase component 1 type Oxidoreductase,,,,,,,,,,
3300049256 assembled Ga0508132_00033_3185_4570,null,nitrogenase molybdenum-iron protein beta chain,3300049256,"Lab enriched compost microbial communities from Needham, MA, USA - 01 SPAdes assembly (*) (MER-FS) (assembled)",1,,,,3185,4570,-,1386,461,CDS,,,,No,Draft,,,Ga0508132_00033,,Ga0508132_00033,79447,0.64,1,"COG2710===Nitrogenase molybdenum-iron protein, alpha and beta chains",pfam00148===Nitrogenase component 1 type Oxidoreductase,,,"53807===""Helical backbone"" metal receptor",3.40.50.1980===Nitrogenase molybdenum iron protein domain,EC:1.18.6.1===Nitrogenase.,KO:K02591===nifK===nitrogenase molybdenum-iron protein beta chain [EC:1.18.6.1],,,,
3300049257 assembled Ga0508133_014709_2_232,null,nitrogenase molybdenum-iron protein beta chain,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*) (MER-FS) (assembled)",1,,,,2,232,#ERROR!,231,77,CDS,,,,No,Draft,,,Ga0508133_014709,,Ga0508133_014709,232,0.62,1,"COG2710===Nitrogenase molybdenum-iron protein, alpha and beta chains",pfam00148===Nitrogenase component 1 type Oxidoreductase,,,"53807===""Helical backbone"" metal receptor",,EC:1.18.6.1===Nitrogenase.,KO:K02591===nifK===nitrogenase molybdenum-iron protein beta chain [EC:1.18.6.1],,,,
3300049257 assembled Ga0508133_084752_2_211,null,nitrogenase molybdenum-iron protein beta chain,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*) (MER-FS) (assembled)",1,,,,2,211,-,210,70,CDS,,,,No,Draft,,,Ga0508133_084752,,Ga0508133_084752,212,0.66,1,,,,,"53807===""Helical backbone"" metal receptor",3.40.50.1980===Nitrogenase molybdenum iron protein domain,EC:1.18.6.1===Nitrogenase.,KO:K02591===nifK===nitrogenase molybdenum-iron protein beta chain [EC:1.18.6.1],,,,
3300049257 assembled Ga0508133_016303_1_336,null,nitrogenase molybdenum-iron protein beta chain,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*) (MER-FS) (assembled)",1,,,,1,336,-,336,112,CDS,,,,No,Draft,,,Ga0508133_016303,,Ga0508133_016303,337,0.67,1,"COG2710===Nitrogenase molybdenum-iron protein, alpha and beta chains",pfam00148===Nitrogenase component 1 type Oxidoreductase,,,"53807===""Helical backbone"" metal receptor",,EC:1.18.6.1===Nitrogenase.,KO:K02591===nifK===nitrogenase molybdenum-iron protein beta chain [EC:1.18.6.1],,,,
3300049257 assembled Ga0508133_046650_3_839,null,nitrogenase molybdenum-iron protein beta chain,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*) (MER-FS) (assembled)",1,,,,3,839,-,837,279,CDS,,,,No,Draft,,,Ga0508133_046650,,Ga0508133_046650,1478,0.67,1,"COG2710===Nitrogenase molybdenum-iron protein, alpha and beta chains",pfam00148===Nitrogenase component 1 type Oxidoreductase,,,"53807===""Helical backbone"" metal receptor",3.40.50.1980===Nitrogenase molybdenum iron protein domain,EC:1.18.6.1===Nitrogenase.,KO:K02591===nifK===nitrogenase molybdenum-iron protein beta chain [EC:1.18.6.1],,,,
3300049257 assembled Ga0508133_005634_628_714,null,nitrogenase molybdenum-iron protein beta chain,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*) (MER-FS) (assembled)",1,,,,628,714,#ERROR!,87,29,CDS,,,,No,Draft,,,Ga0508133_005634,,Ga0508133_005634,715,0.68,1,,,,,"53807===""Helical backbone"" metal receptor",,EC:1.18.6.1===Nitrogenase.,KO:K02591===nifK===nitrogenase molybdenum-iron protein beta chain [EC:1.18.6.1],,,,
3300049257 assembled Ga0508133_017426_2_112,null,nitrogenase molybdenum-iron protein beta chain,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*) (MER-FS) (assembled)",1,,,,2,112,-,111,37,CDS,,,,No,Draft,,,Ga0508133_017426,,Ga0508133_017426,242,0.61,1,,,,,,,EC:1.18.6.1===Nitrogenase.,KO:K02591===nifK===nitrogenase molybdenum-iron protein beta chain [EC:1.18.6.1],,,,
3300049257 assembled Ga0508133_014522_34254_35624,null,nitrogenase molybdenum-iron protein beta chain,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*) (MER-FS) (assembled)",1,,,,34254,35624,-,1371,456,CDS,,,,No,Draft,,,Ga0508133_014522,,Ga0508133_014522,39124,0.62,1,"COG2710===Nitrogenase molybdenum-iron protein, alpha and beta chains",pfam00148===Nitrogenase component 1 type Oxidoreductase,,,"53807===""Helical backbone"" metal receptor",3.40.50.1980===Nitrogenase molybdenum iron protein domain,EC:1.18.6.1===Nitrogenase.,KO:K02591===nifK===nitrogenase molybdenum-iron protein beta chain [EC:1.18.6.1],,,,
3300049257 assembled Ga0508133_061203_3_305,null,nitrogenase molybdenum-iron protein beta chain,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*) (MER-FS) (assembled)",1,,,,3,305,-,303,101,CDS,,,,No,Draft,,,Ga0508133_061203,,Ga0508133_061203,307,0.65,1,"COG2710===Nitrogenase molybdenum-iron protein, alpha and beta chains",pfam00148===Nitrogenase component 1 type Oxidoreductase,,,"53807===""Helical backbone"" metal receptor",3.40.50.1980===Nitrogenase molybdenum iron protein domain,EC:1.18.6.1===Nitrogenase.,KO:K02591===nifK===nitrogenase molybdenum-iron protein beta chain [EC:1.18.6.1],,,,
3300049257 assembled Ga0508133_021603_3_434,null,nitrogenase molybdenum-iron protein beta chain,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*) (MER-FS) (assembled)",1,,,,3,434,-,432,144,CDS,,,,No,Draft,,,Ga0508133_021603,,Ga0508133_021603,436,0.67,1,,pfam00148===Nitrogenase component 1 type Oxidoreductase,,,"53807===""Helical backbone"" metal receptor",3.40.50.1980===Nitrogenase molybdenum iron protein domain,EC:1.18.6.1===Nitrogenase.,KO:K02591===nifK===nitrogenase molybdenum-iron protein beta chain [EC:1.18.6.1],,,,
3300049257 assembled Ga0508133_003442_2_112,null,nitrogenase molybdenum-iron protein beta chain,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*) (MER-FS) (assembled)",1,,,,2,112,-,111,37,CDS,,,,No,Draft,,,Ga0508133_003442,,Ga0508133_003442,282,0.6,1,,,,,,,EC:1.18.6.1===Nitrogenase.,KO:K02591===nifK===nitrogenase molybdenum-iron protein beta chain [EC:1.18.6.1],,,,
3300049257 assembled Ga0508133_033150_2_331,null,nitrogenase molybdenum-iron protein beta chain,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*) (MER-FS) (assembled)",1,,,,2,331,#ERROR!,330,110,CDS,,,,No,Draft,,,Ga0508133_033150,,Ga0508133_033150,332,0.64,1,"COG2710===Nitrogenase molybdenum-iron protein, alpha and beta chains",pfam00148===Nitrogenase component 1 type Oxidoreductase,,,"53807===""Helical backbone"" metal receptor",3.40.50.1980===Nitrogenase molybdenum iron protein domain,EC:1.18.6.1===Nitrogenase.,KO:K02591===nifK===nitrogenase molybdenum-iron protein beta chain [EC:1.18.6.1],,,,
3300049257 assembled Ga0508133_019920_239_712,null,nitrogenase molybdenum-iron protein beta chain,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*) (MER-FS) (assembled)",1,,,,239,712,#ERROR!,474,158,CDS,,,,No,Draft,,,Ga0508133_019920,,Ga0508133_019920,714,0.65,1,"COG2710===Nitrogenase molybdenum-iron protein, alpha and beta chains",pfam00148===Nitrogenase component 1 type Oxidoreductase,,,"53807===""Helical backbone"" metal receptor",3.40.50.1980===Nitrogenase molybdenum iron protein domain,EC:1.18.6.1===Nitrogenase.,KO:K02591===nifK===nitrogenase molybdenum-iron protein beta chain [EC:1.18.6.1],,,,
3300049257 assembled Ga0508133_094701_722_2107,null,nitrogenase molybdenum-iron protein beta chain,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*) (MER-FS) (assembled)",1,,,,722,2107,-,1386,461,CDS,,,,No,Draft,,,Ga0508133_094701,,Ga0508133_094701,2173,0.63,1,"COG2710===Nitrogenase molybdenum-iron protein, alpha and beta chains",pfam00148===Nitrogenase component 1 type Oxidoreductase,"TIGR02931===Fe-only nitrogenase, beta subunit",,"53807===""Helical backbone"" metal receptor",3.40.50.1980===Nitrogenase molybdenum iron protein domain,EC:1.18.6.1===Nitrogenase.,KO:K02591===nifK===nitrogenase molybdenum-iron protein beta chain [EC:1.18.6.1],,,,
3300049257 assembled Ga0508133_050031_2759_4141,null,nitrogenase molybdenum-iron protein beta chain,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*) (MER-FS) (assembled)",1,,,,2759,4141,#ERROR!,1383,460,CDS,,,,No,Draft,,,Ga0508133_050031,,Ga0508133_050031,4500,0.61,1,"COG2710===Nitrogenase molybdenum-iron protein, alpha and beta chains",pfam00148===Nitrogenase component 1 type Oxidoreductase,,,"53807===""Helical backbone"" metal receptor",3.40.50.1980===Nitrogenase molybdenum iron protein domain,EC:1.18.6.1===Nitrogenase.,KO:K02591===nifK===nitrogenase molybdenum-iron protein beta chain [EC:1.18.6.1],,,,
3300049257 assembled Ga0508133_015727_13_762,null,nitrogenase molybdenum-iron protein beta chain,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*) (MER-FS) (assembled)",1,,,,13,762,#ERROR!,750,250,CDS,,,,No,Draft,,,Ga0508133_015727,,Ga0508133_015727,764,0.6,1,"COG2710===Nitrogenase molybdenum-iron protein, alpha and beta chains",pfam00148===Nitrogenase component 1 type Oxidoreductase,,,"53807===""Helical backbone"" metal receptor",3.40.50.1980===Nitrogenase molybdenum iron protein domain,EC:1.18.6.1===Nitrogenase.,KO:K02591===nifK===nitrogenase molybdenum-iron protein beta chain [EC:1.18.6.1],,,,
3300049257 assembled Ga0508133_099494_1_480,null,nitrogenase molybdenum-iron protein beta chain,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*) (MER-FS) (assembled)",1,,,,1,480,#ERROR!,480,160,CDS,,,,No,Draft,,,Ga0508133_099494,,Ga0508133_099494,482,0.67,1,"COG2710===Nitrogenase molybdenum-iron protein, alpha and beta chains",pfam00148===Nitrogenase component 1 type Oxidoreductase,,,"53807===""Helical backbone"" metal receptor",3.40.50.1980===Nitrogenase molybdenum iron protein domain,EC:1.18.6.1===Nitrogenase.,KO:K02591===nifK===nitrogenase molybdenum-iron protein beta chain [EC:1.18.6.1],,,,
3300049256 assembled Ga0508132_00539_7772_9154,null,nitrogenase molybdenum-iron protein beta chain,3300049256,"Lab enriched compost microbial communities from Needham, MA, USA - 01 SPAdes assembly (*) (MER-FS) (assembled)",1,,,,7772,9154,-,1383,460,CDS,,,,No,Draft,,,Ga0508132_00539,,Ga0508132_00539,12603,0.64,1,"COG2710===Nitrogenase molybdenum-iron protein, alpha and beta chains",pfam00148===Nitrogenase component 1 type Oxidoreductase,,,"53807===""Helical backbone"" metal receptor",3.40.50.1980===Nitrogenase molybdenum iron protein domain,EC:1.18.6.1===Nitrogenase.,KO:K02591===nifK===nitrogenase molybdenum-iron protein beta chain [EC:1.18.6.1],,,,
3300049257 assembled Ga0508133_099085_229_360,null,nitrogenase molybdenum-iron protein beta chain,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*) (MER-FS) (assembled)",1,,,,229,360,-,132,43,CDS,,,,No,Draft,,,Ga0508133_099085,,Ga0508133_099085,360,0.67,1,"COG2710===Nitrogenase molybdenum-iron protein, alpha and beta chains",,,,"53807===""Helical backbone"" metal receptor",,EC:1.18.6.1===Nitrogenase.,KO:K02591===nifK===nitrogenase molybdenum-iron protein beta chain [EC:1.18.6.1],,,,
3300049256 assembled Ga0508132_00028_20152_21540,null,nitrogenase molybdenum-iron protein beta chain,3300049256,"Lab enriched compost microbial communities from Needham, MA, USA - 01 SPAdes assembly (*) (MER-FS) (assembled)",1,,,,20152,21540,-,1389,462,CDS,,,,No,Draft,,,Ga0508132_00028,,Ga0508132_00028,88537,0.61,1,"COG2710===Nitrogenase molybdenum-iron protein, alpha and beta chains",pfam00148===Nitrogenase component 1 type Oxidoreductase,"TIGR02931===Fe-only nitrogenase, beta subunit",,"53807===""Helical backbone"" metal receptor",3.40.50.1980===Nitrogenase molybdenum iron protein domain,EC:1.18.6.1===Nitrogenase.,KO:K02591===nifK===nitrogenase molybdenum-iron protein beta chain [EC:1.18.6.1],,,,
3300049256 assembled Ga0508132_66679_3_335,null,nitrogenase molybdenum-iron protein beta chain,3300049256,"Lab enriched compost microbial communities from Needham, MA, USA - 01 SPAdes assembly (*) (MER-FS) (assembled)",1,,,,3,335,#ERROR!,333,111,CDS,,,,No,Draft,,,Ga0508132_66679,,Ga0508132_66679,337,0.65,1,"COG2710===Nitrogenase molybdenum-iron protein, alpha and beta chains",pfam00148===Nitrogenase component 1 type Oxidoreductase,,,"53807===""Helical backbone"" metal receptor",3.40.50.1980===Nitrogenase molybdenum iron protein domain,EC:1.18.6.1===Nitrogenase.,KO:K02591===nifK===nitrogenase molybdenum-iron protein beta chain [EC:1.18.6.1],,,,
3300049257 assembled Ga0508133_025405_33_167,null,nitrogenase molybdenum-iron protein beta chain,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*) (MER-FS) (assembled)",1,,,,33,167,#ERROR!,135,44,CDS,,,,No,Draft,,,Ga0508133_025405,,Ga0508133_025405,464,0.6,1,"COG2710===Nitrogenase molybdenum-iron protein, alpha and beta chains",,,,"53807===""Helical backbone"" metal receptor",,EC:1.18.6.1===Nitrogenase.,KO:K02591===nifK===nitrogenase molybdenum-iron protein beta chain [EC:1.18.6.1],,,,
3300049257 assembled Ga0508133_072491_44_592,null,nitrogenase molybdenum-iron protein beta chain,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*) (MER-FS) (assembled)",1,,,,44,592,#ERROR!,549,183,CDS,,,,No,Draft,,,Ga0508133_072491,,Ga0508133_072491,593,0.67,1,"COG2710===Nitrogenase molybdenum-iron protein, alpha and beta chains",pfam00148===Nitrogenase component 1 type Oxidoreductase,,,"53807===""Helical backbone"" metal receptor",3.40.50.1980===Nitrogenase molybdenum iron protein domain,EC:1.18.6.1===Nitrogenase.,KO:K02591===nifK===nitrogenase molybdenum-iron protein beta chain [EC:1.18.6.1],,,,
3300049257 assembled Ga0508133_069168_15_242,null,nitrogenase molybdenum-iron protein beta chain,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*) (MER-FS) (assembled)",1,,,,15,242,-,228,75,CDS,,,,No,Draft,,,Ga0508133_069168,,Ga0508133_069168,407,0.62,1,"COG2710===Nitrogenase molybdenum-iron protein, alpha and beta chains",pfam00148===Nitrogenase component 1 type Oxidoreductase,,,"53807===""Helical backbone"" metal receptor",3.40.50.1980===Nitrogenase molybdenum iron protein domain,EC:1.18.6.1===Nitrogenase.,KO:K02591===nifK===nitrogenase molybdenum-iron protein beta chain [EC:1.18.6.1],,,,
3300049257 assembled Ga0508133_050073_3_299,null,nitrogenase molybdenum-iron protein beta chain,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*) (MER-FS) (assembled)",1,,,,3,299,-,297,99,CDS,,,,No,Draft,,,Ga0508133_050073,,Ga0508133_050073,640,0.67,1,"COG2710===Nitrogenase molybdenum-iron protein, alpha and beta chains",pfam00148===Nitrogenase component 1 type Oxidoreductase,,,"53807===""Helical backbone"" metal receptor",3.40.50.1980===Nitrogenase molybdenum iron protein domain,EC:1.18.6.1===Nitrogenase.,KO:K02591===nifK===nitrogenase molybdenum-iron protein beta chain [EC:1.18.6.1],,,,
3300049257 assembled Ga0508133_047556_3_248,null,nitrogenase molybdenum-iron protein beta chain,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*) (MER-FS) (assembled)",1,,,,3,248,-,246,82,CDS,,,,No,Draft,,,Ga0508133_047556,,Ga0508133_047556,248,0.66,1,"COG2710===Nitrogenase molybdenum-iron protein, alpha and beta chains",pfam00148===Nitrogenase component 1 type Oxidoreductase,,,"53807===""Helical backbone"" metal receptor",,EC:1.18.6.1===Nitrogenase.,KO:K02591===nifK===nitrogenase molybdenum-iron protein beta chain [EC:1.18.6.1],,,,
3300049257 assembled Ga0508133_042475_131_265,null,nitrogenase molybdenum-iron protein beta chain,3300049257,"Lab enriched compost microbial communities from Needham, MA, USA - 01 MEGAHIT assembly (*) (MER-FS) (assembled)",1,,,,131,265,#ERROR!,135,45,CDS,,,,No,Draft,,,Ga0508133_042475,,Ga0508133_042475,266,0.63,1,,,,,,,EC:1.18.6.1===Nitrogenase.,KO:K02591===nifK===nitrogenase molybdenum-iron protein beta chain [EC:1.18.6.1],,,,
